State,City,Date,Temperature (°C),Rainfall (mm),Humidity (%),Condition
Kerala,Kozhikode,2017-12-12,10.3,5.0,35.0,Clear
Maharashtra,Aurangabad,2017-12-12,16.5,0.4,60.1,Foggy
Rajasthan,Jodhpur,2017-12-11,23.0,1.5,47.7,Cloudy
Madhya Pradesh,Bhopal,2017-12-10,15.0,5.2,40.6,Cloudy
Manipur,Imphal,2017-12-10,8.8,1.7,50.6,Sunny
Karnataka,Bengaluru,2017-12-09,23.5,3.8,31.1,Clear
Uttarakhand,Dehradun,2017-12-09,16.6,6.8,42.2,Cloudy
West Bengal,Howrah,2017-12-09,22.5,1.0,47.2,Foggy
Uttar Pradesh,Agra,2017-12-07,22.0,0.5,46.7,Sunny
Himachal Pradesh,Dharamshala,2017-12-06,13.3,2.6,40.7,Foggy
Delhi (NCT),Rohini,2017-12-06,19.4,4.2,61.2,Cloudy
Madhya Pradesh,Indore,2017-12-05,15.6,5.8,41.2,Sunny
Jammu and Kashmir,Srinagar,2017-12-04,8.6,4.2,53.1,Cloudy
Chhattisgarh,Durg,2017-12-03,21.0,7.6,45.7,Cloudy
Delhi (NCT),New Delhi,2017-12-03,21.0,7.6,45.7,Cloudy
Goa,Panaji,2017-12-02,15.9,3.4,38.8,Clear
Haryana,Gurugram,2017-12-02,11.5,6.2,36.2,Clear
Rajasthan,Kota,2017-12-02,24.8,7.8,48.6,Sunny
Tamil Nadu,Chennai,2017-11-30,22.5,9.3,68.2,Cloudy
Uttarakhand,Nainital,2017-11-30,26.1,18.0,71.9,Clear
Gujarat,Rajkot,2017-11-29,24.2,5.9,69.8,Humid
Uttar Pradesh,Varanasi,2017-11-29,24.2,6.1,55.0,Clear
Andhra Pradesh,Tirupati,2017-11-28,18.1,15.1,64.0,Cloudy
Jharkhand,Dhanbad,2017-11-28,18.3,5.1,64.0,Clear
Tamil Nadu,Coimbatore,2017-11-28,25.6,17.5,71.4,Sunny
Uttar Pradesh,Lucknow,2017-11-27,30.9,22.8,46.6,Clear
Jharkhand,Ranchi,2017-11-26,25.5,22.3,56.1,Humid
Mizoram,Aizawl,2017-11-26,25.3,7.0,70.9,Clear
Arunachal Pradesh,Itanagar,2017-11-25,30.5,17.5,61.4,Humid
Sikkim,Gangtok,2017-11-25,23.2,4.9,68.8,Sunny
Uttar Pradesh,Kanpur,2017-11-25,19.3,11.2,65.1,Clear
Ladakh,Kargil,2017-11-25,23.5,15.2,54.0,Sunny
Himachal Pradesh,Shimla,2017-11-24,28.5,10.4,59.3,Sunny
Jharkhand,Jamshedpur,2017-11-24,24.6,16.5,70.4,Humid
West Bengal,Siliguri,2017-11-24,32.3,9.1,63.0,Sunny
Ladakh,Leh,2017-11-24,21.5,8.1,51.9,Humid
Punjab,Chandigarh,2017-11-22,20.5,7.3,66.2,Cloudy
Uttar Pradesh,Noida,2017-11-22,20.7,22.6,51.4,Sunny
Gujarat,Ahmedabad,2017-11-21,18.4,5.2,64.1,Humid
Assam,Silchar,2017-11-19,25.7,17.4,56.2,Humid
Haryana,Faridabad,2017-11-19,33.0,4.7,63.6,Clear
Karnataka,Mangaluru,2017-11-19,29.2,6.0,59.9,Clear
Nagaland,Dimapur,2017-11-19,25.6,22.4,56.2,Cloudy
Uttarakhand,Haridwar,2017-11-19,25.2,17.1,71.0,Sunny
Andhra Pradesh,Guntur,2017-11-18,26.8,18.7,72.6,Sunny
Gujarat,Surat,2017-11-17,28.9,20.6,59.4,Humid
Odisha,Cuttack,2017-11-17,21.2,2.9,66.8,Sunny
Punjab,Jalandhar,2017-11-17,25.1,21.9,55.7,Humid
Telangana,Nizamabad,2017-11-17,25.0,1.8,55.7,Cloudy
Himachal Pradesh,Manali,2017-11-16,26.5,8.4,57.3,Sunny
Rajasthan,Jaipur,2017-11-15,28.3,0.0,58.9,Humid
Rajasthan,Udaipur,2017-11-15,24.3,11.1,70.0,Clear
Telangana,Hyderabad,2017-11-15,24.5,1.3,55.2,Humid
Andhra Pradesh,Visakhapatnam,2017-11-14,21.6,13.7,52.6,Cloudy
Tamil Nadu,Madurai,2017-11-14,22.2,9.0,67.9,Sunny
Maharashtra,Pune,2017-11-13,27.8,24.6,58.4,Clear
Tripura,Agartala,2017-11-13,27.8,24.6,58.4,Clear
Gujarat,Vadodara,2017-11-12,25.7,22.5,56.3,Sunny
Kerala,Thiruvananthapuram,2017-11-11,19.3,21.4,65.3,Clear
Jammu and Kashmir,Jammu,2017-11-11,23.4,5.3,54.2,Clear
Arunachal Pradesh,Naharlagun,2017-11-10,20.6,12.7,51.6,Clear
Assam,Guwahati,2017-11-10,21.3,3.0,66.9,Clear
Goa,Margao,2017-11-10,21.7,8.3,52.1,Sunny
Madhya Pradesh,Jabalpur,2017-11-10,28.7,10.6,59.5,Humid
Punjab,Amritsar,2017-11-10,32.9,14.6,48.4,Clear
Andhra Pradesh,Vijayawada,2017-11-09,18.6,5.6,49.5,Cloudy
Karnataka,Mysuru,2017-11-09,30.5,2.2,61.1,Sunny
Bihar,Patna,2017-11-08,32.3,18.9,62.7,Humid
Chhattisgarh,Raipur,2017-11-07,29.9,6.7,60.6,Sunny
Tamil Nadu,Tiruchirappalli,2017-11-07,18.3,20.4,64.3,Cloudy
Bihar,Gaya,2017-11-06,20.7,7.3,51.1,Humid
Odisha,Rourkela,2017-11-06,31.9,13.6,47.4,Cloudy
Karnataka,Hubballi,2017-11-05,29.2,16.0,74.9,Humid
Kerala,Kozhikode,2017-11-05,25.8,22.6,56.4,Clear
Maharashtra,Aurangabad,2017-11-05,25.6,7.5,56.4,Cloudy
Rajasthan,Jodhpur,2017-11-04,23.4,10.2,69.1,Sunny
Madhya Pradesh,Bhopal,2017-11-03,21.2,13.1,67.0,Sunny
Manipur,Imphal,2017-11-03,21.4,3.1,67.0,Humid
Karnataka,Bengaluru,2017-11-02,26.8,3.6,57.5,Clear
Uttarakhand,Dehradun,2017-11-02,22.8,14.7,68.6,Sunny
West Bengal,Howrah,2017-11-02,22.9,9.7,68.6,Cloudy
Uttar Pradesh,Agra,2017-10-31,22.4,9.2,68.1,Humid
Himachal Pradesh,Dharamshala,2017-10-30,31.1,8.1,47.0,Cloudy
Delhi (NCT),Rohini,2017-10-30,32.0,13.7,47.5,Sunny
Madhya Pradesh,Indore,2017-10-29,21.8,13.7,67.6,Humid
Jammu and Kashmir,Srinagar,2017-10-28,23.5,10.5,54.4,Sunny
Chhattisgarh,Durg,2017-10-27,21.4,8.2,67.1,Sunny
Delhi (NCT),New Delhi,2017-10-27,21.4,8.2,67.1,Sunny
Goa,Panaji,2017-10-26,19.8,6.4,50.2,Clear
Haryana,Gurugram,2017-10-26,27.0,23.8,57.6,Clear
Rajasthan,Kota,2017-10-26,19.4,1.1,65.0,Humid
Tamil Nadu,Chennai,2017-10-24,18.8,5.6,64.5,Humid
Uttarakhand,Nainital,2017-10-24,22.4,14.3,68.2,Sunny
Gujarat,Rajkot,2017-10-23,20.5,2.2,66.1,Clear
Uttar Pradesh,Varanasi,2017-10-23,20.5,2.4,51.3,Sunny
Andhra Pradesh,Tirupati,2017-10-22,29.5,11.4,60.3,Humid
Jharkhand,Dhanbad,2017-10-22,29.7,1.4,60.3,Sunny
Tamil Nadu,Coimbatore,2017-10-22,21.9,13.8,67.7,Cloudy
Uttar Pradesh,Lucknow,2017-10-21,27.2,19.1,73.0,Sunny
Jharkhand,Ranchi,2017-10-20,21.8,18.6,52.4,Clear
Mizoram,Aizawl,2017-10-20,21.6,3.3,67.2,Sunny
Delhi (NCT),Dwarka,2017-10-20,29.5,11.2,45.0,Cloudy
Arunachal Pradesh,Itanagar,2017-10-19,26.8,13.8,57.7,Clear
Sikkim,Gangtok,2017-10-19,19.5,1.2,65.1,Cloudy
Uttar Pradesh,Kanpur,2017-10-19,30.7,7.5,61.4,Sunny
Ladakh,Kargil,2017-10-19,19.8,11.5,50.3,Cloudy
Himachal Pradesh,Shimla,2017-10-18,24.8,6.7,55.6,Cloudy
Jharkhand,Jamshedpur,2017-10-18,20.9,12.8,66.7,Clear
West Bengal,Siliguri,2017-10-18,28.6,5.4,59.3,Cloudy
Ladakh,Leh,2017-10-18,32.9,4.4,48.2,Clear
Punjab,Chandigarh,2017-10-16,31.9,3.6,62.5,Humid
Uttar Pradesh,Noida,2017-10-16,32.1,18.9,47.7,Cloudy
Gujarat,Ahmedabad,2017-10-15,29.8,1.5,60.4,Clear
Assam,Silchar,2017-10-13,22.0,13.7,52.5,Clear
Haryana,Faridabad,2017-10-13,29.3,1.0,59.9,Sunny
Karnataka,Mangaluru,2017-10-13,25.5,2.3,56.2,Sunny
Nagaland,Dimapur,2017-10-13,21.9,18.7,52.5,Humid
Uttarakhand,Haridwar,2017-10-13,21.5,13.4,67.3,Cloudy
Andhra Pradesh,Guntur,2017-10-12,23.1,15.0,68.9,Cloudy
Gujarat,Surat,2017-10-11,25.2,16.9,55.7,Clear
Odisha,Cuttack,2017-10-11,32.6,24.3,63.1,Cloudy
Punjab,Jalandhar,2017-10-11,21.4,18.2,52.0,Clear
Telangana,Nizamabad,2017-10-11,21.3,23.2,52.0,Humid
Himachal Pradesh,Manali,2017-10-10,22.8,4.7,53.6,Cloudy
Rajasthan,Jaipur,2017-10-09,24.6,21.4,55.2,Clear
Rajasthan,Udaipur,2017-10-09,20.6,7.4,66.3,Sunny
Telangana,Hyderabad,2017-10-09,20.8,22.7,51.5,Clear
Andhra Pradesh,Visakhapatnam,2017-10-08,33.0,10.0,48.9,Humid
Tamil Nadu,Madurai,2017-10-08,18.5,5.3,64.2,Cloudy
Maharashtra,Pune,2017-10-07,24.1,20.9,54.7,Sunny
Tripura,Agartala,2017-10-07,24.1,20.9,54.7,Sunny
Gujarat,Vadodara,2017-10-06,22.0,18.8,52.6,Cloudy
Kerala,Thiruvananthapuram,2017-10-05,30.7,17.7,61.6,Sunny
Jammu and Kashmir,Jammu,2017-10-05,19.7,1.6,50.5,Sunny
Arunachal Pradesh,Naharlagun,2017-10-04,32.0,9.0,47.9,Sunny
Assam,Guwahati,2017-10-04,32.7,24.4,63.2,Sunny
Goa,Margao,2017-10-04,18.0,4.6,48.4,Cloudy
Madhya Pradesh,Jabalpur,2017-10-04,25.0,6.9,55.8,Clear
Punjab,Amritsar,2017-10-04,29.2,10.9,74.8,Sunny
Andhra Pradesh,Vijayawada,2017-10-03,30.0,1.9,45.8,Humid
Karnataka,Mysuru,2017-10-03,26.8,23.6,57.4,Cloudy
Bihar,Patna,2017-10-02,28.6,15.2,59.0,Clear
Chhattisgarh,Raipur,2017-10-01,26.2,3.0,56.9,Cloudy
Tamil Nadu,Tiruchirappalli,2017-10-01,29.7,16.7,60.6,Humid
Bihar,Gaya,2017-09-30,33.1,127.8,67.4,Stormy
Odisha,Rourkela,2017-09-30,23.0,19.2,93.8,Heavy Rain
Kerala,Kozhikode,2017-09-29,32.0,28.2,72.7,Cloudy
Maharashtra,Aurangabad,2017-09-29,25.6,88.4,72.7,Heavy Rain
Rajasthan,Jodhpur,2017-09-28,33.6,40.9,85.4,Rainy
Madhya Pradesh,Bhopal,2017-09-27,28.3,68.9,83.3,Rainy
Manipur,Imphal,2017-09-27,23.6,173.8,83.3,Stormy
Karnataka,Bengaluru,2017-09-26,29.9,59.4,73.8,Cloudy
Uttarakhand,Dehradun,2017-09-26,29.9,70.5,84.9,Rainy
West Bengal,Howrah,2017-09-26,33.1,40.4,84.9,Heavy Rain
Uttar Pradesh,Agra,2017-09-24,32.6,39.9,84.4,Stormy
Himachal Pradesh,Dharamshala,2017-09-23,32.0,139.2,93.4,Heavy Rain
Delhi (NCT),Rohini,2017-09-23,23.1,19.3,93.9,Rainy
Madhya Pradesh,Indore,2017-09-22,28.9,69.5,83.9,Stormy
Jammu and Kashmir,Srinagar,2017-09-21,31.5,116.5,70.7,Rainy
Chhattisgarh,Durg,2017-09-20,31.6,38.9,83.4,Rainy
Delhi (NCT),New Delhi,2017-09-20,31.6,38.9,83.4,Rainy
Goa,Panaji,2017-09-19,32.2,126.9,66.5,Cloudy
Haryana,Gurugram,2017-09-19,33.2,29.4,73.9,Cloudy
Rajasthan,Kota,2017-09-19,32.7,171.8,81.3,Stormy
Tamil Nadu,Chennai,2017-09-17,29.0,36.3,80.8,Stormy
Uttarakhand,Nainital,2017-09-17,29.5,70.1,84.5,Rainy
Gujarat,Rajkot,2017-09-16,33.8,172.9,82.4,Cloudy
Uttar Pradesh,Varanasi,2017-09-16,31.6,83.3,67.6,Rainy
Andhra Pradesh,Tirupati,2017-09-15,29.5,92.3,76.6,Stormy
Jharkhand,Dhanbad,2017-09-15,24.8,32.1,76.6,Rainy
Tamil Nadu,Coimbatore,2017-09-15,29.0,69.6,84.0,Heavy Rain
Uttar Pradesh,Lucknow,2017-09-14,23.2,74.9,89.3,Rainy
Jharkhand,Ranchi,2017-09-13,28.0,24.2,68.7,Cloudy
Mizoram,Aizawl,2017-09-13,23.8,174.0,83.5,Rainy
Delhi (NCT),Dwarka,2017-09-13,31.7,16.8,91.4,Heavy Rain
Arunachal Pradesh,Itanagar,2017-09-12,23.7,119.8,74.0,Cloudy
Sikkim,Gangtok,2017-09-12,32.8,171.9,81.4,Heavy Rain
Uttar Pradesh,Kanpur,2017-09-12,33.8,63.3,77.7,Rainy
Ladakh,Kargil,2017-09-12,29.1,157.1,66.6,Heavy Rain
Himachal Pradesh,Shimla,2017-09-11,24.8,87.6,71.9,Heavy Rain
Jharkhand,Jamshedpur,2017-09-11,28.0,68.6,83.0,Cloudy
West Bengal,Siliguri,2017-09-11,31.7,61.2,75.6,Heavy Rain
Ladakh,Leh,2017-09-11,30.2,124.9,94.6,Cloudy
Punjab,Chandigarh,2017-09-09,27.0,34.3,78.8,Stormy
Uttar Pradesh,Noida,2017-09-09,31.2,49.6,94.1,Heavy Rain
Gujarat,Ahmedabad,2017-09-08,24.9,32.2,76.7,Cloudy
Assam,Silchar,2017-09-06,31.3,159.3,68.8,Cloudy
Haryana,Faridabad,2017-09-06,24.4,31.7,76.2,Rainy
Karnataka,Mangaluru,2017-09-06,28.6,58.1,72.5,Rainy
Nagaland,Dimapur,2017-09-06,28.1,24.3,68.8,Stormy
Uttarakhand,Haridwar,2017-09-06,28.6,69.2,83.6,Heavy Rain
Andhra Pradesh,Guntur,2017-09-05,30.2,70.8,85.2,Heavy Rain
Gujarat,Surat,2017-09-04,23.4,162.5,72.0,Cloudy
Odisha,Cuttack,2017-09-04,30.8,169.9,79.4,Heavy Rain
Punjab,Jalandhar,2017-09-04,27.6,23.8,68.3,Cloudy
Telangana,Nizamabad,2017-09-04,24.4,53.9,68.3,Stormy
Himachal Pradesh,Manali,2017-09-03,33.9,85.6,69.9,Heavy Rain
Maharashtra,Nagpur,2017-09-03,29.7,48.1,92.6,Rainy
Rajasthan,Jaipur,2017-09-02,30.8,27.0,71.5,Cloudy
Rajasthan,Udaipur,2017-09-02,30.8,38.1,82.6,Rainy
Telangana,Hyderabad,2017-09-02,23.9,53.4,67.8,Cloudy
Andhra Pradesh,Visakhapatnam,2017-09-01,33.9,141.1,65.2,Stormy
Tamil Nadu,Madurai,2017-09-01,28.7,36.0,80.5,Heavy Rain
Maharashtra,Pune,2017-08-31,30.3,26.5,71.0,Rainy
Tripura,Agartala,2017-08-31,30.3,26.5,71.0,Rainy
Gujarat,Vadodara,2017-08-30,28.2,24.4,68.9,Heavy Rain
Kerala,Thiruvananthapuram,2017-08-29,27.6,123.7,77.9,Rainy
Jammu and Kashmir,Jammu,2017-08-29,30.8,82.5,66.8,Rainy
Arunachal Pradesh,Naharlagun,2017-08-28,32.9,140.1,94.3,Rainy
Assam,Guwahati,2017-08-28,30.9,170.0,79.5,Rainy
Goa,Margao,2017-08-28,30.4,125.1,94.8,Heavy Rain
Madhya Pradesh,Jabalpur,2017-08-28,25.0,87.8,72.1,Cloudy
Punjab,Amritsar,2017-08-28,31.4,16.5,91.1,Rainy
Andhra Pradesh,Vijayawada,2017-08-27,34.0,107.9,92.2,Stormy
Karnataka,Mysuru,2017-08-27,33.0,29.2,73.7,Heavy Rain
Bihar,Patna,2017-08-26,29.9,135.7,75.3,Cloudy
Chhattisgarh,Raipur,2017-08-25,29.3,58.8,73.2,Heavy Rain
Tamil Nadu,Tiruchirappalli,2017-08-25,26.6,122.7,76.9,Stormy
Bihar,Gaya,2017-08-24,29.4,124.1,93.8,Cloudy
Odisha,Rourkela,2017-08-24,30.4,15.5,90.1,Stormy
Kerala,Kozhikode,2017-08-23,28.3,24.5,69.0,Rainy
Maharashtra,Aurangabad,2017-08-23,33.0,84.7,69.0,Stormy
Rajasthan,Jodhpur,2017-08-22,29.9,37.2,81.7,Heavy Rain
Madhya Pradesh,Bhopal,2017-08-21,24.6,65.2,79.6,Heavy Rain
Manipur,Imphal,2017-08-21,31.0,170.1,79.6,Cloudy
Karnataka,Bengaluru,2017-08-20,26.2,55.7,70.1,Rainy
Uttarakhand,Dehradun,2017-08-20,26.2,66.8,81.2,Heavy Rain
West Bengal,Howrah,2017-08-20,29.4,36.7,81.2,Stormy
Uttar Pradesh,Agra,2017-08-18,28.9,36.2,80.7,Cloudy
Himachal Pradesh,Dharamshala,2017-08-17,28.3,135.5,89.7,Stormy
Delhi (NCT),Rohini,2017-08-17,30.5,15.6,90.2,Heavy Rain
Haryana,Panipat,2017-08-16,28.4,178.6,88.1,Stormy
Madhya Pradesh,Indore,2017-08-16,25.2,65.8,80.2,Cloudy
Jammu and Kashmir,Srinagar,2017-08-15,27.8,112.8,67.0,Heavy Rain
Chhattisgarh,Durg,2017-08-14,27.9,35.2,79.7,Heavy Rain
Delhi (NCT),New Delhi,2017-08-14,27.9,35.2,79.7,Heavy Rain
Goa,Panaji,2017-08-13,28.5,123.2,92.9,Rainy
Haryana,Gurugram,2017-08-13,29.5,25.7,70.2,Rainy
Rajasthan,Kota,2017-08-13,29.0,168.1,77.6,Cloudy
Tamil Nadu,Chennai,2017-08-11,25.3,32.6,77.1,Cloudy
Uttarakhand,Nainital,2017-08-11,25.8,66.4,80.8,Heavy Rain
Gujarat,Rajkot,2017-08-10,30.1,169.2,78.7,Rainy
Uttar Pradesh,Varanasi,2017-08-10,27.9,79.6,94.0,Heavy Rain
Andhra Pradesh,Tirupati,2017-08-09,25.8,88.6,72.9,Cloudy
Jharkhand,Dhanbad,2017-08-09,32.2,28.4,72.9,Heavy Rain
Tamil Nadu,Coimbatore,2017-08-09,25.3,65.9,80.3,Stormy
Uttar Pradesh,Lucknow,2017-08-08,30.6,71.2,85.6,Heavy Rain
Jharkhand,Ranchi,2017-08-07,24.3,20.5,65.0,Rainy
Mizoram,Aizawl,2017-08-07,31.2,170.3,79.8,Heavy Rain
Delhi (NCT),Dwarka,2017-08-07,28.0,178.2,87.7,Stormy
Arunachal Pradesh,Itanagar,2017-08-06,31.1,116.1,70.3,Rainy
Sikkim,Gangtok,2017-08-06,29.1,168.2,77.7,Stormy
Uttar Pradesh,Kanpur,2017-08-06,30.1,59.6,74.0,Heavy Rain
Ladakh,Kargil,2017-08-06,25.4,153.4,93.0,Stormy
Himachal Pradesh,Shimla,2017-08-05,32.2,83.9,68.2,Stormy
Jharkhand,Jamshedpur,2017-08-05,24.3,64.9,79.3,Rainy
West Bengal,Siliguri,2017-08-05,28.0,57.5,71.9,Stormy
Ladakh,Leh,2017-08-05,26.5,121.2,90.9,Rainy
Punjab,Chandigarh,2017-08-03,23.3,30.6,75.1,Cloudy
Uttar Pradesh,Noida,2017-08-03,27.5,45.9,90.4,Stormy
Gujarat,Ahmedabad,2017-08-02,32.3,28.5,73.0,Rainy
Assam,Silchar,2017-07-31,27.6,155.6,65.1,Rainy
Haryana,Faridabad,2017-07-31,31.8,28.0,72.5,Heavy Rain
Karnataka,Mangaluru,2017-07-31,24.9,54.4,68.8,Heavy Rain
Nagaland,Dimapur,2017-07-31,24.4,20.6,65.1,Cloudy
Uttarakhand,Haridwar,2017-07-31,24.9,65.5,79.9,Stormy
Andhra Pradesh,Guntur,2017-07-30,26.5,67.1,81.5,Stormy
Gujarat,Surat,2017-07-29,30.8,158.8,68.3,Rainy
Odisha,Cuttack,2017-07-29,27.1,166.2,75.7,Stormy
Punjab,Jalandhar,2017-07-29,23.9,20.1,94.7,Rainy
Telangana,Nizamabad,2017-07-29,31.8,50.2,94.7,Cloudy
Himachal Pradesh,Manali,2017-07-28,30.2,81.9,66.2,Stormy
Maharashtra,Nagpur,2017-07-28,26.0,44.4,88.9,Heavy Rain
Rajasthan,Jaipur,2017-07-27,27.1,23.3,67.8,Rainy
Rajasthan,Udaipur,2017-07-27,27.1,34.4,78.9,Heavy Rain
Telangana,Hyderabad,2017-07-27,31.3,49.7,94.2,Rainy
Andhra Pradesh,Visakhapatnam,2017-07-26,30.2,137.4,91.6,Cloudy
Tamil Nadu,Madurai,2017-07-26,25.0,32.3,76.8,Stormy
Maharashtra,Pune,2017-07-25,26.6,22.8,67.3,Heavy Rain
Tripura,Agartala,2017-07-25,26.6,22.8,67.3,Heavy Rain
Gujarat,Vadodara,2017-07-24,24.5,20.7,65.2,Stormy
Kerala,Thiruvananthapuram,2017-07-23,23.9,120.0,74.2,Heavy Rain
Jammu and Kashmir,Jammu,2017-07-23,27.1,78.8,93.2,Heavy Rain
Arunachal Pradesh,Naharlagun,2017-07-22,29.2,136.4,90.6,Heavy Rain
Assam,Guwahati,2017-07-22,27.2,166.3,75.8,Heavy Rain
Goa,Margao,2017-07-22,26.7,121.4,91.1,Stormy
Madhya Pradesh,Jabalpur,2017-07-22,32.4,84.1,68.4,Rainy
Punjab,Amritsar,2017-07-22,27.7,177.9,87.4,Heavy Rain
Andhra Pradesh,Vijayawada,2017-07-21,30.3,104.2,88.5,Cloudy
Karnataka,Mysuru,2017-07-21,29.3,25.5,70.0,Stormy
Bihar,Patna,2017-07-20,26.2,132.0,71.6,Rainy
Chhattisgarh,Raipur,2017-07-19,25.6,55.1,69.5,Stormy
Tamil Nadu,Tiruchirappalli,2017-07-19,34.0,119.0,73.2,Cloudy
Bihar,Gaya,2017-07-18,25.7,120.4,90.1,Rainy
Chhattisgarh,Bilaspur,2017-07-18,24.0,75.7,90.1,Rainy
Odisha,Rourkela,2017-07-18,26.7,176.9,86.4,Cloudy
Kerala,Kozhikode,2017-07-17,24.6,20.8,65.3,Heavy Rain
Maharashtra,Aurangabad,2017-07-17,29.3,81.0,65.3,Cloudy
Rajasthan,Jodhpur,2017-07-16,26.2,33.5,78.0,Stormy
Madhya Pradesh,Bhopal,2017-07-15,32.0,61.5,75.9,Stormy
Manipur,Imphal,2017-07-15,27.3,166.4,75.9,Rainy
Karnataka,Bengaluru,2017-07-14,33.6,52.0,66.4,Heavy Rain
Uttarakhand,Dehradun,2017-07-14,33.6,63.1,77.5,Stormy
West Bengal,Howrah,2017-07-14,25.7,33.0,77.5,Cloudy
Uttar Pradesh,Agra,2017-07-12,25.2,32.5,77.0,Rainy
Himachal Pradesh,Dharamshala,2017-07-11,24.6,131.8,86.0,Cloudy
Delhi (NCT),Rohini,2017-07-11,26.8,177.0,86.5,Stormy
Haryana,Panipat,2017-07-10,24.7,174.9,84.4,Cloudy
Madhya Pradesh,Indore,2017-07-10,32.6,62.1,76.5,Rainy
Jammu and Kashmir,Srinagar,2017-07-09,24.1,109.1,93.4,Stormy
Chhattisgarh,Durg,2017-07-08,24.2,31.5,76.0,Stormy
Delhi (NCT),New Delhi,2017-07-08,24.2,31.5,76.0,Stormy
Goa,Panaji,2017-07-07,24.8,119.5,89.2,Heavy Rain
Haryana,Gurugram,2017-07-07,25.8,22.0,66.5,Heavy Rain
Rajasthan,Kota,2017-07-07,25.3,164.4,73.9,Rainy
Tamil Nadu,Chennai,2017-07-05,32.7,28.9,73.4,Rainy
Uttarakhand,Nainital,2017-07-05,33.2,62.7,77.1,Stormy
Gujarat,Rajkot,2017-07-04,26.4,165.5,75.0,Heavy Rain
Uttar Pradesh,Varanasi,2017-07-04,24.2,75.9,90.3,Stormy
Andhra Pradesh,Tirupati,2017-07-03,33.2,84.9,69.2,Rainy
Jharkhand,Dhanbad,2017-07-03,28.5,24.7,69.2,Stormy
Tamil Nadu,Coimbatore,2017-07-03,32.7,62.2,76.6,Cloudy
Uttar Pradesh,Lucknow,2017-07-02,26.9,67.5,81.9,Stormy
Jharkhand,Ranchi,2017-07-01,31.7,16.8,91.4,Heavy Rain
Mizoram,Aizawl,2017-07-01,27.5,166.6,76.1,Stormy
Delhi (NCT),Dwarka,2017-07-01,24.3,174.5,84.0,Cloudy
Arunachal Pradesh,Itanagar,2017-06-30,27.4,112.4,66.6,Heavy Rain
Sikkim,Gangtok,2017-06-30,25.4,164.5,74.0,Cloudy
Uttar Pradesh,Kanpur,2017-06-30,26.4,55.9,70.3,Stormy
Ladakh,Kargil,2017-06-30,32.8,149.7,89.3,Cloudy
Himachal Pradesh,Shimla,2017-06-29,28.5,80.2,94.6,Cloudy
Jharkhand,Jamshedpur,2017-06-29,31.7,61.2,75.6,Heavy Rain
West Bengal,Siliguri,2017-06-29,24.3,53.8,68.2,Cloudy
Ladakh,Leh,2017-06-29,33.9,117.5,87.2,Heavy Rain
Punjab,Chandigarh,2017-06-27,30.7,26.9,71.4,Rainy
Uttar Pradesh,Noida,2017-06-27,23.8,42.2,86.7,Cloudy
Gujarat,Ahmedabad,2017-06-26,28.6,24.8,69.3,Heavy Rain
Assam,Dibrugarh,2017-06-25,33.9,173.0,82.5,Stormy
Assam,Silchar,2017-06-24,23.9,151.9,91.5,Heavy Rain
Haryana,Faridabad,2017-06-24,28.1,24.3,68.8,Stormy
Karnataka,Mangaluru,2017-06-24,32.3,50.7,65.1,Stormy
Nagaland,Dimapur,2017-06-24,31.8,16.9,91.5,Rainy
Uttarakhand,Haridwar,2017-06-24,32.3,61.8,76.2,Cloudy
Andhra Pradesh,Guntur,2017-06-23,33.9,63.4,77.8,Cloudy
Gujarat,Surat,2017-06-22,27.1,155.1,94.7,Heavy Rain
Odisha,Cuttack,2017-06-22,23.4,162.5,72.0,Cloudy
Punjab,Jalandhar,2017-06-22,31.3,16.4,91.0,Heavy Rain
Telangana,Nizamabad,2017-06-22,28.1,46.5,91.0,Rainy
Himachal Pradesh,Manali,2017-06-21,26.5,78.2,92.6,Cloudy
Maharashtra,Nagpur,2017-06-21,33.4,40.7,85.2,Stormy
Rajasthan,Jaipur,2017-06-20,23.4,19.6,94.2,Heavy Rain
Rajasthan,Udaipur,2017-06-20,23.4,30.7,75.2,Stormy
Telangana,Hyderabad,2017-06-20,27.6,46.0,90.5,Heavy Rain
Tamil Nadu,Madurai,2017-06-19,32.4,28.6,73.1,Cloudy
Maharashtra,Pune,2017-06-18,34.0,19.1,93.7,Stormy
Tripura,Agartala,2017-06-18,34.0,19.1,93.7,Stormy
Gujarat,Vadodara,2017-06-17,31.9,17.0,91.6,Cloudy
West Bengal,Kolkata,2017-06-17,32.4,39.7,84.2,Rainy
Kerala,Thiruvananthapuram,2017-06-16,31.3,116.3,70.5,Stormy
Jammu and Kashmir,Jammu,2017-06-16,23.4,75.1,89.5,Stormy
Arunachal Pradesh,Naharlagun,2017-06-15,25.5,132.7,86.9,Stormy
Assam,Guwahati,2017-06-15,23.5,162.6,72.1,Stormy
Goa,Margao,2017-06-15,23.0,117.7,87.4,Cloudy
Madhya Pradesh,Jabalpur,2017-06-15,28.7,80.4,94.8,Heavy Rain
Punjab,Amritsar,2017-06-15,24.0,174.2,83.7,Stormy
Karnataka,Mysuru,2017-06-14,25.6,21.8,66.3,Cloudy
Bihar,Patna,2017-06-13,33.6,128.3,67.9,Heavy Rain
Chhattisgarh,Raipur,2017-06-12,33.0,51.4,65.8,Cloudy
Tamil Nadu,Tiruchirappalli,2017-06-12,30.3,115.3,69.5,Rainy
